Timestamp,"By clicking ""I Agree"" below, you confirm that:
You have read and understood the purpose of this survey.
You consent to participate in this survey.",  1. What is your age?   ,  2. What is your gender?  ,  3 How do you identify your ethnic background? (Select all that apply)  ,  4. What is your current employment status?   ,  5. How often do you feel that your workload is difficult to manage?  ,  6. How frequently do you experience feelings of burnout or exhaustion related to work?  ,"  7. In the past year, have you taken any days off specifically due to stress, anxiety, or mental health reasons?   ","  8. On an average, how many hours do you sleep per night?  ","  9. How many hours of physical activity (e.g., exercise, walking) do you engage in per week?   ",  10. Do you find it challenging to relax after work or other responsibilities?   ,  11. Have you experienced significant changes in your appetite or weight within the past three months?   ,  12. How often do you engage in the following behaviors as a response to stress or for relaxation? (Select all that apply)    [Alcohol Consumption],  12. How often do you engage in the following behaviors as a response to stress or for relaxation? (Select all that apply)    [Smoking],"  12. How often do you engage in the following behaviors as a response to stress or for relaxation? (Select all that apply)    [Caffeine Intake (e.g., coffee, tea,energy drinks)]",  12. How often do you engage in the following behaviors as a response to stress or for relaxation? (Select all that apply)    [Consumption of Sugary or High-Calorie Snacks],"  13. How often do you experience feelings of sadness, hopelessness, or mood swings?   ",15. Have you been diagnosed with a mental health disorder?  ,"14. Are you currently experiencing any mental health-related challenges (e.g., anxiety, depression, bipolar disorder, OCD, Sleep disorder,Postpartum, etc.)? ","  16. Do you have a family history of mental health disorders(e.g., Alzheimer's,Dementia,Sleep disorders ,Postpartum,Addiction to alcohol and drugs, etc.)?   ",  17. How satisfied are you with your current work-life balance?  ,  18. What coping strategies do you use to manage mental health or stress? (Select all that apply)  ,"  19. When faced with stress, how likely are you to seek help from a mental health professional?   ","  20. How often do you engage in activities specifically for relaxation (e.g., meditation, reading, etc)?  "
1/16/2025 10:30:57,I Agree,25-34,Female,"Asian (e.g., China, India, Japan, Philippines)",Student,Rarely,Sometimes,No,6 - 7 hours,1 - 2 hours,Sometimes,Yes,,,Rarely,,Rarely,No,No,No,Satisfied,"Social support, Meditation",Unlikely,Weekly
1/16/2025 10:31:27,I Agree,18-24,Male,"Middle Eastern (e.g., Saudi Arabia, Iran, Iraq)",Part-time,Often,Often,Yes,4 - 5 hours,1 - 2 hours,Rarely,No,Occasionally,Occasionally,Occasionally,Occasionally,Weekly,No,No,No,Neutral,"Physical activity, Social support",Very unlikely,Weekly
1/16/2025 10:32:09,I Agree,18-24,Male,"Caucasian (e.g., United States, Canada, United Kingdom, Germany)",Part-time,Sometimes,Rarely,No,4 - 5 hours,3 - 4 hours,Never,No,Never,Never,Occasionally,Regularly,Weekly,Yes,Yes,No,Neutral,Avoidance,Unlikely,Rarely
1/16/2025 10:32:27,I Agree,18-24,Female,"Asian (e.g., China, India, Japan, Philippines)",Student,Rarely,Often,No,6 - 7 hours,5 - 6 hours,Sometimes,Not Applicable,Never,Never,Never,Never,Rarely,No,No,No,Satisfied,"Physical activity, Social support, Therapy",Likely,Monthly
1/16/2025 10:33:18,I Agree,18-24,Female,"Caucasian (e.g., United States, Canada, United Kingdom, Germany)",Part-time,Sometimes,Sometimes,No,8 - 9 hours,3 - 4 hours,Rarely,No,Never,Never,Occasionally,Rarely,Monthly,No,No,No,Neutral,Other,Unlikely,Rarely
1/16/2025 10:35:05,I Agree,25-34,Male,"Hispanic/Latino (e.g., Mexico, Puerto Rico, Brazil, Spain)",Part-time,Rarely,Rarely,Yes,6 - 7 hours,3 - 4 hours,Rarely,No,Never,Never,Rarely,Occasionally,Weekly,No,No,No,Neutral,"Physical activity, Avoidance",Neutral,Monthly
1/16/2025 10:35:28,I Agree,25-34,Female,"Asian (e.g., China, India, Japan, Philippines)",Part-time,Often,Often,,6 - 7 hours,5 - 6 hours,Always,Yes,Rarely,Never,Occasionally,Occasionally,Daily,Yes,Yes,Yes,Dissatisfied,"Physical activity, Social support, Avoidance",Very unlikely,Weekly
1/16/2025 10:35:37,I Agree,18-24,Male,"Caucasian (e.g., United States, Canada, United Kingdom, Germany)",Part-time,Often,Sometimes,Yes,6 - 7 hours,More than 6 hours,Sometimes,No,Rarely,Rarely,Regularly,Occasionally,Monthly,Yes,Yes,No,Neutral,"Physical activity, Meditation, Avoidance",Very unlikely,Monthly
1/16/2025 10:36:19,I Agree,25-34,Female,"Middle Eastern (e.g., Saudi Arabia, Iran, Iraq)",Unemployed,Often,Sometimes,Yes,,,Always,Not Applicable,Rarely,Rarely,Occasionally,Regularly,Weekly,Yes,,Yes,Very dissatisfied,Meditation,Very likely,Never
1/16/2025 10:36:57,I Agree,18-24,Male,"Caucasian (e.g., United States, Canada, United Kingdom, Germany)",Unemployed,Never,Never,No,6 - 7 hours,3 - 4 hours,Never,No,Never,Never,Never,Occasionally,Weekly,No,No,No,Neutral,"Physical activity, Avoidance",Very unlikely,Never
1/16/2025 10:37:42,I Agree,18-24,Male,"Asian (e.g., China, India, Japan, Philippines)",Part-time,Never,Never,Yes,4 - 5 hours,1 - 2 hours,Sometimes,Yes,Never,Never,Never,Never,Daily,Yes,Yes,No,Neutral,Physical activity,Likely,Daily
1/16/2025 10:38:13,I Agree,18-24,Male,"Asian (e.g., China, India, Japan, Philippines)",Unemployed,Sometimes,Sometimes,Yes,6 - 7 hours,Less than 1 hour,Often,Yes,Occasionally,,,Regularly,Weekly,No,Yes,No,Dissatisfied,"Physical activity, Avoidance, Other",Very unlikely,Rarely
1/16/2025 10:38:50,I Agree,18-24,Female,"Caucasian (e.g., United States, Canada, United Kingdom, Germany)",Student,Sometimes,Sometimes,Yes,6 - 7 hours,Less than 1 hour,Often,No,Occasionally,Rarely,Regularly,Occasionally,Weekly,No,Yes,Yes,Satisfied,"Journaling, Avoidance",Very unlikely,Weekly
1/16/2025 10:39:02,I Agree,18-24,Male,"Asian (e.g., China, India, Japan, Philippines)",Part-time,Never,Rarely,No,4 - 5 hours,Less than 1 hour,Always,Yes,Never,Never,Never,Never,Daily,No,No,No,Satisfied,Meditation,Neutral,Daily
1/16/2025 10:39:08,I Agree,25-34,Female,"Caucasian (e.g., United States, Canada, United Kingdom, Germany)",Student,Often,Often,Yes,6 - 7 hours,Less than 1 hour,Often,Yes,Rarely,Regularly,,Regularly,Daily,Yes,Yes,Yes,Neutral,Avoidance,Unlikely,Weekly
1/16/2025 10:39:15,I Agree,25-34,Female,"Asian (e.g., China, India, Japan, Philippines)",Full-time,Sometimes,Often,No,6 - 7 hours,Less than 1 hour,Sometimes,Not Applicable,Occasionally,Rarely,Rarely,Regularly,Monthly,No,Prefer not to say,Yes,Neutral,"Physical activity, Social support, Other",Neutral,Weekly
1/16/2025 10:39:38,I Agree,18-24,Male,"Asian (e.g., China, India, Japan, Philippines)",Part-time,Sometimes,Sometimes,No,6 - 7 hours,1 - 2 hours,Rarely,Yes,Rarely,Never,Rarely,Never,Never,No,No,No,Neutral,"Social support, Journaling, Other",Unlikely,Weekly
1/16/2025 10:39:41,I Agree,18-24,Male,Other,Part-time,Sometimes,Sometimes,No,8 - 9 hours,Less than 1 hour,Never,Yes,Regularly,,,,Weekly,No,Yes,No,Neutral,Therapy,Likely,Weekly
1/16/2025 10:41:03,I Agree,18-24,Male,"Asian (e.g., China, India, Japan, Philippines)",Student,Sometimes,Sometimes,,4 - 5 hours,Less than 1 hour,Never,Yes,,,Rarely,,Daily,Yes,Yes,No,Dissatisfied,Other,Likely,Daily
1/16/2025 10:41:18,I Agree,35-44,Male,"Asian (e.g., China, India, Japan, Philippines)",Student,Sometimes,Sometimes,Yes,4 - 5 hours,1 - 2 hours,Sometimes,No,Never,Never,Regularly,Occasionally,Weekly,No,Yes,No,Satisfied,"Physical activity, Social support, Meditation, Therapy, Journaling",Likely,Weekly
1/16/2025 10:41:56,I Agree,18-24,Female,"Caucasian (e.g., United States, Canada, United Kingdom, Germany)",Student,Often,Sometimes,No,4 - 5 hours,1 - 2 hours,Rarely,No,Never,Never,Regularly,Occasionally,Monthly,Prefer not to say,Prefer not to say,No,Neutral,"Social support, Journaling, Other",Very unlikely,Monthly
1/16/2025 10:43:04,I Agree,18-24,Male,"Asian (e.g., China, India, Japan, Philippines)",Student,Not applicable,Not applicable,No,8 - 9 hours,1 - 2 hours,Sometimes,No,Never,Never,Occasionally,Occasionally,Rarely,No,No,No,Neutral,"Physical activity, Social support, Other",Unlikely,Weekly
1/16/2025 10:43:18,I Agree,18-24,Female,"African (e.g., Nigeria, Kenya, Egypt)",Student,Sometimes,Sometimes,No,6 - 7 hours,Less than 1 hour,Sometimes,Yes,Rarely,Rarely,Occasionally,Occasionally,Rarely,No,No,No,Satisfied,"Physical activity, Meditation, Journaling",Unlikely,Rarely
1/16/2025 10:43:20,I Agree,18-24,Female,"Asian (e.g., China, India, Japan, Philippines)",Student,Sometimes,Often,Yes,6 - 7 hours,Less than 1 hour,Rarely,Yes,Never,Never,Occasionally,Rarely,Monthly,Yes,No,No,Satisfied,"Social support, Journaling, Other",Unlikely,Weekly
1/16/2025 10:43:35,I Agree,25-34,Male,Other,Part-time,Not applicable,Not applicable,Not applicable,4 - 5 hours,1 - 2 hours,Not Applicable,Not Applicable,,,,,Daily,No,No,No,Satisfied,"Physical activity, Social support",Neutral,Weekly
1/16/2025 10:43:37,I Agree,18-24,Female,"Caucasian (e.g., United States, Canada, United Kingdom, Germany)",Student,Sometimes,Often,No,6 - 7 hours,Less than 1 hour,Sometimes,Yes,Rarely,Rarely,Rarely,Regularly,Weekly,No,No,No,Neutral,"Social support, Avoidance",Very unlikely,Daily
1/16/2025 10:43:46,I Agree,18-24,Female,"Caucasian (e.g., United States, Canada, United Kingdom, Germany)",Student,Sometimes,Often,No,8 - 9 hours,1 - 2 hours,Sometimes,No,Rarely,Never,Occasionally,Regularly,Rarely,No,Yes,Yes,Neutral,"Social support, Avoidance",Very unlikely,Weekly
1/16/2025 10:43:53,I Agree,18-24,Female,"Caucasian (e.g., United States, Canada, United Kingdom, Germany)",Student,Often,Sometimes,No,8 - 9 hours,Less than 1 hour,Sometimes,No,Never,Never,Rarely,Regularly,Weekly,No,Yes,No,Neutral,"Social support, Avoidance",Unlikely,Weekly
1/16/2025 10:45:36,I Agree,18-24,Male,"Caucasian (e.g., United States, Canada, United Kingdom, Germany)",Part-time,Sometimes,Sometimes,No,6 - 7 hours,More than 6 hours,Never,No,Occasionally,Rarely,Regularly,Occasionally,Monthly,No,No,Yes,Satisfied,Physical activity,Very unlikely,Daily
1/16/2025 10:46:40,I Agree,18-24,Male,"Caucasian (e.g., United States, Canada, United Kingdom, Germany)",Part-time,Often,Often,No,6 - 7 hours,3 - 4 hours,Sometimes,No,Occasionally,Never,Regularly,Occasionally,Weekly,No,No,No,Satisfied,"Physical activity, Social support, Therapy",Very likely,Rarely
1/16/2025 10:48:07,I Agree,18-24,Female,Other,Student,Always,Always,Yes,4 - 5 hours,3 - 4 hours,Always,Yes,Never,Never,Regularly,Occasionally,Daily,Yes,Yes,Yes,Neutral,"Physical activity, Avoidance",Unlikely,Never
1/16/2025 10:50:54,I Agree,35-44,Female,Other,Full-time,Not applicable,Sometimes,Yes,Less than 4 hours,1 - 2 hours,Always,Yes,Never,Never,Occasionally,Never,Never,Prefer not to say,Prefer not to say,Prefer not to say,Satisfied,"Physical activity, Social support",Unlikely,Never
1/16/2025 10:50:55,I Agree,25-34,Female,Other,Full-time,Often,Often,No,6 - 7 hours,1 - 2 hours,Often,Yes,Never,Regularly,Regularly,,Monthly,No,Yes,No,Satisfied,"Physical activity, Therapy, Journaling",Neutral,Monthly
1/16/2025 10:52:23,I Agree,25-34,Female,"Hispanic/Latino (e.g., Mexico, Puerto Rico, Brazil, Spain)",Student,Rarely,Rarely,No,6 - 7 hours,Less than 1 hour,Never,Yes,Occasionally,,Occasionally,Occasionally,Rarely,No,No,No,Very satisfied,Physical activity,Likely,Rarely
1/16/2025 10:55:41,I Agree,25-34,Female,"Asian (e.g., China, India, Japan, Philippines)",Student,Sometimes,Sometimes,No,6 - 7 hours,3 - 4 hours,Sometimes,No,Rarely,Rarely,Rarely,Occasionally,Rarely,Prefer not to say,Prefer not to say,No,Neutral,Avoidance,Likely,Daily
1/16/2025 10:57:33,I Agree,18-24,Male,"Asian (e.g., China, India, Japan, Philippines)",Part-time,Rarely,Never,Yes,Less than 4 hours,Less than 1 hour,,,Regularly,Regularly,Regularly,Regularly,Daily,Yes,Yes,Yes,Very satisfied,Physical activity,Very likely,Daily
1/16/2025 10:58:36,I Agree,18-24,Female,"Caucasian (e.g., United States, Canada, United Kingdom, Germany)",Part-time,Always,Always,Yes,6 - 7 hours,More than 6 hours,Sometimes,Yes,Rarely,Regularly,Regularly,Regularly,Weekly,Yes,Yes,Yes,Dissatisfied,"Physical activity, Social support, Avoidance",Very unlikely,Rarely
1/16/2025 10:58:39,I Agree,18-24,Female,"Caucasian (e.g., United States, Canada, United Kingdom, Germany)",Part-time,Often,Often,Yes,6 - 7 hours,3 - 4 hours,Sometimes,Yes,Rarely,Rarely,Regularly,Regularly,Weekly,No,Yes,No,Neutral,"Physical activity, Social support, Avoidance",Unlikely,Monthly
1/16/2025 11:00:27,I Agree,25-34,Female,"Asian (e.g., China, India, Japan, Philippines)",Part-time,Sometimes,Sometimes,Yes,6 - 7 hours,Less than 1 hour,Sometimes,No,Rarely,Never,Rarely,Occasionally,Daily,No,Yes,No,Neutral,Social support,Neutral,Weekly
1/16/2025 11:03:56,I Agree,25-34,Male,"Asian (e.g., China, India, Japan, Philippines)",Student,Often,Sometimes,Yes,8 - 9 hours,5 - 6 hours,Rarely,Yes,Rarely,Regularly,Regularly,Occasionally,Daily,No,Yes,No,Dissatisfied,"Social support, Avoidance",Very unlikely,Weekly
1/16/2025 11:06:10,I Agree,25-34,Male,"Asian (e.g., China, India, Japan, Philippines)",Full-time,Rarely,Often,No,6 - 7 hours,Less than 1 hour,Never,No,Never,Never,Regularly,Regularly,Weekly,No,No,No,Neutral,"Physical activity, Social support",Neutral,Weekly
1/16/2025 11:06:27,I Agree,18-24,Male,Other,Part-time,Sometimes,Rarely,No,6 - 7 hours,Less than 1 hour,Never,Not Applicable,Never,Never,Rarely,Occasionally,Rarely,No,No,No,Neutral,Avoidance,Unlikely,Weekly
1/16/2025 11:11:45,I Agree,18-24,Male,"Asian (e.g., China, India, Japan, Philippines)",Student,Rarely,Sometimes,No,8 - 9 hours,Less than 1 hour,Rarely,No,Never,Never,Regularly,Rarely,Rarely,No,No,No,Very satisfied,"Physical activity, Meditation, Avoidance",Very unlikely,Weekly
1/16/2025 11:17:00,I Agree,25-34,Male,"Asian (e.g., China, India, Japan, Philippines)",Unemployed,Rarely,Sometimes,No,6 - 7 hours,3 - 4 hours,Sometimes,No,Never,Never,Regularly,Occasionally,Rarely,No,No,No,Neutral,Other,Neutral,Never
1/16/2025 11:17:06,I Agree,18-24,Male,"Asian (e.g., China, India, Japan, Philippines)",Part-time,Sometimes,Rarely,No,4 - 5 hours,1 - 2 hours,Often,No,,,Regularly,,Daily,No,No,No,Neutral,Meditation,Neutral,Weekly
1/16/2025 11:17:27,I Agree,25-34,Male,"Asian (e.g., China, India, Japan, Philippines)",Part-time,Sometimes,Sometimes,No,4 - 5 hours,1 - 2 hours,Always,Yes,Occasionally,Regularly,Regularly,Regularly,Rarely,No,No,No,Neutral,"Physical activity, Social support, Meditation",Unlikely,Weekly
1/16/2025 11:20:58,I Agree,18-24,Male,"Asian (e.g., China, India, Japan, Philippines)",Part-time,Often,Sometimes,No,6 - 7 hours,1 - 2 hours,Never,No,Never,Never,Regularly,Occasionally,Rarely,No,No,No,Neutral,Meditation,Neutral,Weekly
1/16/2025 11:33:33,I Agree,25-34,Female,"Asian (e.g., China, India, Japan, Philippines)",Full-time,Rarely,Rarely,No,8 - 9 hours,Less than 1 hour,Sometimes,No,Never,Never,Occasionally,Never,Rarely,No,No,No,Satisfied,"Physical activity, Social support, Journaling",Likely,Monthly
1/16/2025 11:41:08,I Agree,25-34,Female,"Asian (e.g., China, India, Japan, Philippines)",Part-time,Always,Sometimes,Yes,6 - 7 hours,Less than 1 hour,Often,Yes,Never,Never,Occasionally,Rarely,Weekly,No,Yes,No,Satisfied,"Meditation, Journaling",Likely,Rarely
1/16/2025 12:05:29,I Agree,18-24,Male,"Caucasian (e.g., United States, Canada, United Kingdom, Germany)",Student,Sometimes,Not applicable,Not applicable,4 - 5 hours,Less than 1 hour,Sometimes,No,Rarely,Rarely,Occasionally,Occasionally,Rarely,No,No,No,Neutral,Social support,Very unlikely,Never
1/16/2025 12:05:54,I Agree,18-24,Female,"Asian (e.g., China, India, Japan, Philippines)",Part-time,Always,Sometimes,No,8 - 9 hours,Less than 1 hour,Sometimes,Yes,Never,Never,Regularly,Rarely,Daily,No,Yes,No,Neutral,"Meditation, Other",Very likely,Weekly
1/16/2025 12:06:15,I Agree,18-24,Male,"Caucasian (e.g., United States, Canada, United Kingdom, Germany)",Student,Never,Never,No,6 - 7 hours,3 - 4 hours,Rarely,No,Regularly,Regularly,Never,Never,Never,No,No,No,Very satisfied,,Neutral,Never
1/16/2025 12:06:25,I Agree,25-34,Male,"Indigenous (e.g., Native American, First Nations, Aboriginal)",Part-time,Rarely,Rarely,Yes,6 - 7 hours,Less than 1 hour,Rarely,No,Occasionally,Regularly,Occasionally,Regularly,Rarely,No,No,No,Neutral,Other,Unlikely,Rarely
1/16/2025 12:06:33,I Agree,18-24,Male,"Asian (e.g., China, India, Japan, Philippines)",Student,Never,Never,Not applicable,6 - 7 hours,3 - 4 hours,Never,No,Never,Never,Never,Never,Never,No,No,No,Very satisfied,Meditation,Very unlikely,Weekly
1/16/2025 12:06:45,I Agree,18-24,Female,Other,Student,Sometimes,Often,Yes,,More than 6 hours,Sometimes,No,Occasionally,Never,Never,Occasionally,Weekly,No,Yes,No,Neutral,"Physical activity, Social support, Avoidance",Unlikely,Rarely
1/16/2025 12:06:45,I Agree,18-24,Male,"Caucasian (e.g., United States, Canada, United Kingdom, Germany)",Part-time,Always,Always,No,4 - 5 hours,More than 6 hours,Sometimes,No,Occasionally,Regularly,Rarely,Occasionally,Daily,No,No,No,Dissatisfied,"Physical activity, Avoidance, Other",Unlikely,Daily
1/16/2025 12:07:15,I Agree,18-24,Male,"Caucasian (e.g., United States, Canada, United Kingdom, Germany)",Part-time,Sometimes,Often,No,8 - 9 hours,1 - 2 hours,Sometimes,Yes,Never,Never,Never,Occasionally,Daily,No,Yes,No,Neutral,Physical activity,Very unlikely,Monthly
1/16/2025 12:07:17,I Agree,18-24,Female,"Caucasian (e.g., United States, Canada, United Kingdom, Germany)",Part-time,Sometimes,Always,Yes,8 - 9 hours,5 - 6 hours,Rarely,No,Rarely,Never,Rarely,Rarely,Weekly,No,No,No,Neutral,"Physical activity, Social support, Meditation, Therapy, Journaling",Likely,Weekly
1/16/2025 12:07:20,I Agree,18-24,Male,"Middle Eastern (e.g., Saudi Arabia, Iran, Iraq)",Part-time,Sometimes,Sometimes,No,6 - 7 hours,Less than 1 hour,Sometimes,No,Occasionally,Occasionally,Regularly,Rarely,Rarely,No,No,No,Neutral,Other,Very unlikely,Never
1/16/2025 12:07:48,I Agree,25-34,Female,Other,Student,Sometimes,Often,Yes,4 - 5 hours,5 - 6 hours,Sometimes,Yes,Never,Never,Regularly,Regularly,Weekly,No,Yes,No,Neutral,"Physical activity, Social support, Journaling",Unlikely,Weekly
1/16/2025 12:08:27,I Agree,18-24,Male,"Caucasian (e.g., United States, Canada, United Kingdom, Germany)",Student,Often,Sometimes,Yes,6 - 7 hours,5 - 6 hours,Always,Yes,Never,Regularly,Regularly,Regularly,Daily,Yes,Yes,Yes,Neutral,"Avoidance, Other",Very unlikely,Daily
1/16/2025 12:10:55,I Agree,18-24,Female,"Caucasian (e.g., United States, Canada, United Kingdom, Germany)",Part-time,Often,Always,Yes,8 - 9 hours,1 - 2 hours,Often,No,Rarely,Never,Regularly,Regularly,Weekly,No,No,Yes,Satisfied,"Avoidance, Other",Unlikely,Never
1/16/2025 12:11:38,I Agree,18-24,Male,"Asian (e.g., China, India, Japan, Philippines)",Student,Often,Often,No,6 - 7 hours,1 - 2 hours,Sometimes,Yes,Rarely,Rarely,Occasionally,Regularly,Weekly,No,No,No,Neutral,Social support,Neutral,Monthly
1/16/2025 12:11:42,I Agree,25-34,Male,"Caucasian (e.g., United States, Canada, United Kingdom, Germany)",Student,Sometimes,Sometimes,,8 - 9 hours,1 - 2 hours,Sometimes,Yes,Rarely,Never,Never,Never,Rarely,No,No,No,Satisfied,"Physical activity, Meditation",Very unlikely,Weekly
1/16/2025 12:11:47,I Agree,25-34,Male,"Caucasian (e.g., United States, Canada, United Kingdom, Germany)",Student,Sometimes,Sometimes,,8 - 9 hours,1 - 2 hours,Sometimes,Yes,Rarely,Never,Never,Never,Rarely,No,No,No,Satisfied,"Physical activity, Meditation",Very unlikely,Weekly
1/16/2025 12:14:51,I Agree,18-24,Male,"Middle Eastern (e.g., Saudi Arabia, Iran, Iraq)",Student,Sometimes,Sometimes,No,6 - 7 hours,1 - 2 hours,Rarely,Yes,Never,Never,Never,Rarely,Rarely,No,No,No,Satisfied,"Physical activity, Meditation",Unlikely,Weekly
1/16/2025 12:15:39,I Agree,18-24,Male,"Asian (e.g., China, India, Japan, Philippines)",Part-time,Sometimes,Rarely,No,6 - 7 hours,3 - 4 hours,Rarely,No,Occasionally,Never,Never,Occasionally,,No,No,No,Neutral,Physical activity,Neutral,Rarely
1/16/2025 12:16:19,I Agree,25-34,Female,"Indigenous (e.g., Native American, First Nations, Aboriginal)",Unemployed,Rarely,Rarely,Yes,6 - 7 hours,Less than 1 hour,Sometimes,Yes,Rarely,,Regularly,Occasionally,Daily,Yes,Yes,Yes,Neutral,"Social support, Avoidance",Very unlikely,Never
1/16/2025 12:17:42,I Agree,18-24,Other,"Middle Eastern (e.g., Saudi Arabia, Iran, Iraq)",Part-time,Sometimes,Sometimes,No,8 - 9 hours,1 - 2 hours,Rarely,No,Never,Never,Never,Never,Never,No,No,No,Satisfied,Other,Very unlikely,Rarely
1/16/2025 12:18:49,I Agree,18-24,Male,"Asian (e.g., China, India, Japan, Philippines)",Student,Rarely,Rarely,No,8 - 9 hours,1 - 2 hours,Rarely,Yes,Occasionally,Rarely,Regularly,Rarely,Rarely,No,No,No,Satisfied,"Physical activity, Social support",Unlikely,Rarely
1/16/2025 12:19:29,I Agree,35-44,Female,"Asian (e.g., China, India, Japan, Philippines)",Part-time,Often,Sometimes,No,4 - 5 hours,Less than 1 hour,Always,Yes,,,,,Weekly,No,Prefer not to say,No,Neutral,,Very unlikely,Never
1/16/2025 12:23:56,I Agree,18-24,Male,"Caucasian (e.g., United States, Canada, United Kingdom, Germany)",Part-time,Rarely,Rarely,No,4 - 5 hours,1 - 2 hours,Rarely,Yes,Occasionally,Regularly,Occasionally,Regularly,Weekly,No,Prefer not to say,Yes,Satisfied,"Physical activity, Meditation, Avoidance",Unlikely,Daily
1/16/2025 12:24:15,I Agree,18-24,Female,"Caucasian (e.g., United States, Canada, United Kingdom, Germany)",Student,Often,Often,Yes,6 - 7 hours,Less than 1 hour,Sometimes,Yes,Occasionally,Regularly,Regularly,Occasionally,Daily,Yes,Yes,Yes,Dissatisfied,Avoidance,Unlikely,Never
1/16/2025 12:24:16,I Agree,35-44,Male,"African (e.g., Nigeria, Kenya, Egypt)",Student,Sometimes,Sometimes,No,6 - 7 hours,1 - 2 hours,Sometimes,No,Never,Never,Never,Never,Rarely,No,No,No,Neutral,"Physical activity, Social support",Unlikely,Monthly
1/16/2025 12:24:22,I Agree,18-24,Male,"Caucasian (e.g., United States, Canada, United Kingdom, Germany)",Part-time,Rarely,Sometimes,No,6 - 7 hours,5 - 6 hours,Never,Yes,Never,Regularly,,Occasionally,Daily,Yes,Yes,Yes,Satisfied,"Physical activity, Social support, Meditation, Therapy, Avoidance",Very likely,Daily
1/16/2025 12:25:15,I Agree,18-24,Female,"Caucasian (e.g., United States, Canada, United Kingdom, Germany)",Part-time,Sometimes,Sometimes,Yes,4 - 5 hours,1 - 2 hours,Sometimes,No,Rarely,Regularly,Regularly,Regularly,Weekly,No,No,No,Satisfied,Avoidance,Very unlikely,Rarely
1/16/2025 12:25:35,I Agree,18-24,Male,"Caucasian (e.g., United States, Canada, United Kingdom, Germany)",Student,Sometimes,Sometimes,Yes,6 - 7 hours,1 - 2 hours,Never,Yes,Occasionally,Never,Never,Occasionally,Daily,No,Yes,No,Neutral,"Meditation, Avoidance",Unlikely,Monthly
1/16/2025 12:26:17,I Agree,18-24,Male,"Caucasian (e.g., United States, Canada, United Kingdom, Germany)",Part-time,Always,Always,No,8 - 9 hours,1 - 2 hours,Never,No,Rarely,Rarely,Occasionally,Occasionally,Monthly,No,Yes,Prefer not to say,Neutral,Avoidance,Very unlikely,Never
1/16/2025 12:26:48,I Agree,18-24,Prefer not to say,"Caucasian (e.g., United States, Canada, United Kingdom, Germany)",Student,Always,Often,Yes,6 - 7 hours,3 - 4 hours,Always,Yes,Regularly,Occasionally,Regularly,Occasionally,Daily,Yes,Yes,Yes,Neutral,"Physical activity, Social support, Avoidance, Other",Likely,Daily
1/16/2025 12:26:52,I Agree,18-24,Male,"Caucasian (e.g., United States, Canada, United Kingdom, Germany)",Part-time,Sometimes,Often,No,6 - 7 hours,Less than 1 hour,Often,No,Rarely,Never,Rarely,Occasionally,Weekly,No,Yes,No,Neutral,"Social support, Avoidance, Other",Very unlikely,Monthly
1/16/2025 12:27:00,I Agree,55 and above,Male,Prefer not to say,Unemployed,Not applicable,Never,Yes,Less than 4 hours,1 - 2 hours,Always,Yes,,,,,Daily,Yes,Yes,No,Neutral,"Physical activity, Meditation, Journaling, Avoidance",Very likely,Weekly
1/16/2025 12:27:01,I Agree,45-54,Male,"Asian (e.g., China, India, Japan, Philippines)",Student,Sometimes,Often,No,4 - 5 hours,Less than 1 hour,Rarely,Yes,Never,Never,Never,Never,Weekly,No,Yes,No,Satisfied,Avoidance,Very unlikely,Weekly
1/16/2025 12:27:07,I Agree,18-24,Prefer not to say,"Caucasian (e.g., United States, Canada, United Kingdom, Germany)",Student,Always,Always,Yes,4 - 5 hours,1 - 2 hours,Sometimes,Yes,Regularly,Never,Occasionally,Regularly,Weekly,No,Yes,Yes,Neutral,"Therapy, Avoidance",Likely,Daily
1/16/2025 12:33:12,I Agree,18-24,Male,"Asian (e.g., China, India, Japan, Philippines)",Part-time,Always,Always,No,6 - 7 hours,3 - 4 hours,Often,Yes,Rarely,Rarely,Rarely,Rarely,Weekly,No,No,No,Neutral,"Physical activity, Social support",Very likely,Rarely
1/16/2025 12:33:38,I Agree,18-24,Male,"Asian (e.g., China, India, Japan, Philippines)",Part-time,Sometimes,Sometimes,No,6 - 7 hours,1 - 2 hours,Sometimes,Yes,Never,Never,Occasionally,Rarely,Monthly,No,No,No,Neutral,Other,Neutral,Weekly
1/16/2025 12:33:39,I Agree,18-24,Female,"Asian (e.g., China, India, Japan, Philippines)",Student,Sometimes,Often,No,6 - 7 hours,5 - 6 hours,Sometimes,Yes,,,,Rarely,Rarely,No,Yes,No,Neutral,"Physical activity, Social support",Likely,Weekly
1/16/2025 12:33:49,I Agree,25-34,Female,"Asian (e.g., China, India, Japan, Philippines)",Part-time,Never,Never,Yes,4 - 5 hours,1 - 2 hours,Never,Yes,Occasionally,Occasionally,Regularly,Occasionally,Daily,No,Yes,No,Very satisfied,Physical activity,Very unlikely,Weekly
1/16/2025 12:34:23,I Agree,18-24,Female,"Asian (e.g., China, India, Japan, Philippines)",Student,Rarely,Rarely,No,6 - 7 hours,Less than 1 hour,Never,No,Never,Never,Regularly,Rarely,Rarely,No,No,No,Neutral,"Physical activity, Social support, Meditation",Unlikely,Rarely
